sku,fold,train_start,train_end,test_start,test_end,model,n_test_days,MAE,RMSE,MAPE,WAPE,SMAPE,bias,error
P108,2,2023-01-29,2025-10-31,2025-11-01,2025-12-01,Moving Average (28d),29,5.4002,6.3488,75.6556,36.9356,42.7293,0.0579,
P108,2,2023-01-29,2025-10-31,2025-11-01,2025-12-01,Holt-Winters ES,29,1.9966,2.5266,22.119,13.6559,18.2486,0.3763,
P108,2,2023-01-29,2025-10-31,2025-11-01,2025-12-01,"SARIMA (1,1,1)x(1,0,1)7",29,1.9431,2.5208,15.5242,13.2902,14.7638,-0.4207,
P108,2,2023-01-29,2025-10-31,2025-11-01,2025-12-01,Random Forest,29,1.878,2.4701,12.9208,12.8445,13.1089,-0.8008,
P108,2,2023-01-29,2025-10-31,2025-11-01,2025-12-01,Gradient Boosting,29,1.9365,2.585,13.2741,13.2447,13.337,-0.67,
P108,2,2023-01-29,2025-10-31,2025-11-01,2025-12-01,XGBoost,29,1.9387,2.5014,13.6135,13.2602,13.7767,-0.7685,
P108,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Moving Average (28d),30,5.4571,6.3788,58.8979,33.548,38.9051,-0.9095,
P108,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Holt-Winters ES,30,4.153,5.429,40.7055,25.5308,32.8224,0.2834,
P108,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,"SARIMA (1,1,1)x(1,0,1)7",30,3.5926,4.6468,33.8725,22.0859,28.0813,0.1233,
P108,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Random Forest,30,1.8156,2.6596,11.4973,11.1617,11.6181,-0.1198,
P108,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Gradient Boosting,30,1.7124,2.7622,9.9073,10.5268,10.0715,-0.5528,
P108,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,XGBoost,30,1.8929,2.8749,10.6595,11.637,10.9444,-0.658,
P109,0,2023-01-29,2025-09-01,2025-09-02,2025-10-01,Moving Average (28d),30,26.5,28.6362,60.3045,36.2848,42.9511,-10.0333,
P109,0,2023-01-29,2025-09-01,2025-09-02,2025-10-01,Holt-Winters ES,30,8.7393,10.8549,12.1546,11.9662,12.6461,-7.003,
P109,0,2023-01-29,2025-09-01,2025-09-02,2025-10-01,"SARIMA (1,1,1)x(1,0,1)7",30,9.4281,11.4877,14.3803,12.9093,14.5081,-6.8801,
P109,0,2023-01-29,2025-09-01,2025-09-02,2025-10-01,Random Forest,30,8.3717,10.5751,11.2532,11.4628,12.1196,-7.0448,
P109,0,2023-01-29,2025-09-01,2025-09-02,2025-10-01,Gradient Boosting,30,9.4191,11.1348,13.1622,12.8971,14.2809,-7.8874,
P109,0,2023-01-29,2025-09-01,2025-09-02,2025-10-01,XGBoost,30,9.2272,11.2283,13.2324,12.6343,14.4583,-7.9925,
P109,1,2023-01-29,2025-10-01,2025-10-02,2025-10-31,Moving Average (28d),30,26.7,32.7095,60.8203,33.8546,39.2017,-5.9381,
P109,1,2023-01-29,2025-10-01,2025-10-02,2025-10-31,Holt-Winters ES,30,8.4425,15.7667,11.7144,10.7048,11.4121,-0.9248,
P109,1,2023-01-29,2025-10-01,2025-10-02,2025-10-31,"SARIMA (1,1,1)x(1,0,1)7",30,8.609,16.1245,13.1807,10.9159,12.4685,-1.8783,
P109,1,2023-01-29,2025-10-01,2025-10-02,2025-10-31,Random Forest,30,8.7024,16.5432,9.6902,11.0343,10.3683,-4.8302,
P109,1,2023-01-29,2025-10-01,2025-10-02,2025-10-31,Gradient Boosting,30,8.2253,16.2103,9.8878,10.4294,10.2019,-3.138,
P109,1,2023-01-29,2025-10-01,2025-10-02,2025-10-31,XGBoost,30,9.1335,17.0914,10.0886,11.5809,10.7168,-4.7052,
P109,2,2023-01-29,2025-10-31,2025-11-01,2025-12-01,Moving Average (28d),29,27.0776,32.1046,71.3637,36.1533,41.6503,0.6392,
P109,2,2023-01-29,2025-10-31,2025-11-01,2025-12-01,Holt-Winters ES,29,8.6121,11.5332,13.6944,11.4986,12.7289,2.3832,
P109,2,2023-01-29,2025-10-31,2025-11-01,2025-12-01,"SARIMA (1,1,1)x(1,0,1)7",29,9.2172,11.8722,16.6995,12.3065,14.925,2.6603,
P109,2,2023-01-29,2025-10-31,2025-11-01,2025-12-01,Random Forest,29,8.5114,11.6514,11.2839,11.3643,11.473,-2.7372,
P109,2,2023-01-29,2025-10-31,2025-11-01,2025-12-01,Gradient Boosting,29,7.9971,11.2811,10.8005,10.6776,10.4959,-1.0129,
P109,2,2023-01-29,2025-10-31,2025-11-01,2025-12-01,XGBoost,29,7.8844,11.3069,10.3543,10.5271,10.1389,-1.1196,
P109,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Moving Average (28d),30,25.481,30.3591,60.0299,31.6272,36.9272,-1.8524,
P109,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Holt-Winters ES,30,24.6152,33.8599,43.9686,30.5526,40.029,0.6306,
P109,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,"SARIMA (1,1,1)x(1,0,1)7",30,20.86,26.681,40.3302,25.8916,32.6435,2.894,
P109,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Random Forest,30,8.7954,12.3695,9.9216,10.9169,10.3265,-4.1858,
P109,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Gradient Boosting,30,10.0985,13.2531,14.5824,12.5344,14.0834,-3.0036,
P109,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,XGBoost,30,10.4197,14.3047,12.2125,12.933,12.4911,-4.1226,
P110,0,2023-01-29,2025-09-02,2025-09-03,2025-10-02,Moving Average (28d),30,9.6833,10.2191,61.425,39.2568,46.2493,-3.4167,
P110,0,2023-01-29,2025-09-02,2025-09-03,2025-10-02,Holt-Winters ES,30,3.6427,4.4436,14.2338,14.7678,14.797,-2.7615,
P110,0,2023-01-29,2025-09-02,2025-09-03,2025-10-02,"SARIMA (1,1,1)x(1,0,1)7",30,3.3086,4.052,13.4979,13.4133,14.33,-2.7011,
P110,0,2023-01-29,2025-09-02,2025-09-03,2025-10-02,Random Forest,30,3.1139,3.846,12.6114,12.6238,13.095,-2.3185,
P110,0,2023-01-29,2025-09-02,2025-09-03,2025-10-02,Gradient Boosting,30,3.0454,3.8456,12.1076,12.3463,12.6054,-2.2343,
P110,0,2023-01-29,2025-09-02,2025-09-03,2025-10-02,XGBoost,30,3.2809,4.092,13.2538,13.3008,13.9299,-2.523,
P110,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,Moving Average (28d),30,10.3143,11.5164,63.5248,36.9247,43.4692,-3.719,
P110,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,Holt-Winters ES,30,4.3605,5.6512,21.1022,15.6102,19.3853,-1.8028,
P110,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,"SARIMA (1,1,1)x(1,0,1)7",30,4.5174,6.0656,16.9369,16.172,17.7087,-3.1588,
P110,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,Random Forest,30,4.6956,6.4457,15.5636,16.8102,17.5546,-3.6134,
P110,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,Gradient Boosting,30,4.8426,6.7865,15.7375,17.3363,17.9087,-3.8888,
P110,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,XGBoost,30,4.7758,6.7197,15.3306,17.097,17.518,-4.0681,
P110,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,Moving Average (28d),30,8.8143,10.7104,59.6216,31.2194,36.5436,-0.019,
P110,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,Holt-Winters ES,30,3.8512,4.9321,22.6164,13.6406,18.2194,1.8207,
P110,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,"SARIMA (1,1,1)x(1,0,1)7",30,3.3485,4.6454,16.2085,11.8603,15.2129,-0.3037,
P110,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,Random Forest,30,3.3148,4.7416,12.8917,11.7409,14.265,-1.2655,
P110,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,Gradient Boosting,30,2.9712,4.467,11.3906,10.5238,12.3999,-0.4142,
P110,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,XGBoost,30,3.2938,4.7317,12.2986,11.6663,13.4022,-0.7062,
P110,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Moving Average (28d),30,8.8238,10.6399,57.5824,31.1063,35.7676,0.419,
P110,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Holt-Winters ES,30,4.9995,5.7403,26.7411,17.6245,21.6052,3.6313,
P110,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,"SARIMA (1,1,1)x(1,0,1)7",30,4.1663,4.8409,20.9738,14.6874,17.9606,2.2526,
P110,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Random Forest,30,3.297,4.261,11.3739,11.6229,11.2148,-0.4215,
P110,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Gradient Boosting,30,3.2735,4.2292,11.8535,11.54,11.9927,-0.7186,
P110,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,XGBoost,30,3.1434,3.9623,11.1352,11.0812,11.1915,-0.6564,
P111,0,2023-01-29,2025-09-02,2025-09-03,2025-10-02,Moving Average (28d),30,44.7333,50.4662,60.8708,33.292,39.3326,-10.1524,
P111,0,2023-01-29,2025-09-02,2025-09-03,2025-10-02,Holt-Winters ES,30,13.8308,17.5397,12.8533,10.2933,12.2466,-3.3045,
P111,0,2023-01-29,2025-09-02,2025-09-03,2025-10-02,"SARIMA (1,1,1)x(1,0,1)7",30,15.1057,18.7042,15.055,11.2421,13.9505,-3.6554,
P111,0,2023-01-29,2025-09-02,2025-09-03,2025-10-02,Random Forest,30,11.8287,16.304,8.8404,8.8033,9.2404,-7.1351,
P111,0,2023-01-29,2025-09-02,2025-09-03,2025-10-02,Gradient Boosting,30,12.7235,16.8152,9.433,9.4693,9.6645,-5.3947,
P111,0,2023-01-29,2025-09-02,2025-09-03,2025-10-02,XGBoost,30,12.989,17.2914,9.7663,9.6668,10.1963,-7.5902,
P111,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,Moving Average (28d),30,39.7,48.9616,53.9089,29.4001,34.1725,-1.319,
P111,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,Holt-Winters ES,30,15.3782,20.0686,13.0045,11.3885,12.4007,6.169,
P111,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,"SARIMA (1,1,1)x(1,0,1)7",30,15.7837,19.869,14.5248,11.6888,13.5887,5.7467,
P111,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,Random Forest,30,14.0969,19.0768,10.5276,10.4396,10.9878,-2.7813,
P111,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,Gradient Boosting,30,15.2104,19.2537,11.5027,11.2642,11.2676,6.2814,
P111,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,XGBoost,30,12.5453,17.9737,8.7693,9.2905,8.8793,1.1375,
P111,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,Moving Average (28d),30,53.7095,73.8443,56.5294,35.5065,39.3603,-16.8738,
P111,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,Holt-Winters ES,30,22.6831,48.8919,13.2107,14.9954,14.2444,-12.8466,
P111,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,"SARIMA (1,1,1)x(1,0,1)7",30,23.0037,49.231,14.4368,15.2074,14.9315,-12.7763,
P111,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,Random Forest,30,25.4122,50.7268,14.8125,16.7996,17.0327,-18.8866,
P111,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,Gradient Boosting,30,25.4066,49.4817,15.2272,16.7959,17.4408,-18.7951,
P111,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,XGBoost,30,25.6075,49.1661,15.2514,16.9287,17.4003,-18.3993,
P111,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Moving Average (28d),30,42.1143,55.5611,61.2028,29.031,33.7832,9.5762,
P111,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Holt-Winters ES,30,28.3325,33.8748,24.9825,19.5307,21.0753,22.4767,
P111,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,"SARIMA (1,1,1)x(1,0,1)7",30,25.4385,28.503,24.4869,17.5357,20.4478,18.36,
P111,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Random Forest,30,14.635,19.1341,10.1461,10.0885,10.0273,-1.1101,
P111,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Gradient Boosting,30,17.6564,21.2657,15.6887,12.1713,14.2859,4.1699,
P111,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,XGBoost,30,17.7078,22.1679,12.5943,12.2067,12.0132,1.4172,
P112,0,2023-01-29,2025-09-01,2025-09-02,2025-10-02,Moving Average (28d),29,12.2574,13.4048,53.3929,33.2832,39.2456,-5.149,
P112,0,2023-01-29,2025-09-01,2025-09-02,2025-10-02,Holt-Winters ES,29,4.5215,5.3607,17.5411,12.2775,15.8068,-0.5672,
P112,0,2023-01-29,2025-09-01,2025-09-02,2025-10-02,"SARIMA (1,1,1)x(1,0,1)7",29,4.492,5.3899,15.4893,12.1974,14.8711,-1.4661,
P112,0,2023-01-29,2025-09-01,2025-09-02,2025-10-02,Random Forest,29,6.128,7.4876,15.444,16.6397,17.2528,-5.6384,
P112,0,2023-01-29,2025-09-01,2025-09-02,2025-10-02,Gradient Boosting,29,4.4089,5.436,11.9231,11.9717,12.5288,-2.7181,
P112,0,2023-01-29,2025-09-01,2025-09-02,2025-10-02,XGBoost,29,4.8955,5.9814,12.8029,13.2932,13.6404,-3.7025,
P112,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,Moving Average (28d),30,11.619,15.3655,57.9592,30.8198,35.3857,-1.1643,
P112,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,Holt-Winters ES,30,12.4753,15.3517,53.7245,33.0909,39.0968,2.8949,
P112,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,"SARIMA (1,1,1)x(1,0,1)7",30,11.0054,14.3566,45.7089,29.1921,35.6036,0.733,
P112,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,Random Forest,30,5.299,9.4817,12.4222,14.0558,14.1176,-3.9849,
P112,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,Gradient Boosting,30,5.3427,9.6752,12.8565,14.1717,14.4946,-3.9633,
P112,1,2023-01-29,2025-10-02,2025-10-03,2025-11-01,XGBoost,30,5.34,9.3677,14.6213,14.1643,15.3577,-2.992,
P112,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,Moving Average (28d),30,12.3429,15.1518,77.071,33.6623,39.9342,1.619,
P112,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,Holt-Winters ES,30,7.2174,8.5043,35.7279,19.6838,26.5598,2.8114,
P112,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,"SARIMA (1,1,1)x(1,0,1)7",30,6.4002,7.464,31.954,17.455,24.1391,2.4221,
P112,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,Random Forest,30,3.8616,4.7382,10.5226,10.5318,10.7274,-2.0121,
P112,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,Gradient Boosting,30,3.0227,4.024,9.0151,8.2437,8.8463,-0.1635,
P112,2,2023-01-29,2025-11-01,2025-11-02,2025-12-01,XGBoost,30,3.6908,4.5646,10.6082,10.0657,10.7457,-1.6336,
P112,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Moving Average (28d),30,13.3333,16.281,69.2643,33.8696,39.846,-1.7238,
P112,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Holt-Winters ES,30,4.4909,7.5234,14.0793,11.4079,13.334,-0.4495,
P112,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,"SARIMA (1,1,1)x(1,0,1)7",30,4.4676,7.2061,14.5245,11.3487,13.5296,-0.3191,
P112,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Random Forest,30,3.7943,6.8692,8.7147,9.6383,8.9172,-1.0271,
P112,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,Gradient Boosting,30,3.8618,7.5325,9.1688,9.8099,9.368,-0.7235,
P112,3,2023-01-29,2025-12-01,2025-12-02,2025-12-31,XGBoost,30,3.9972,7.2895,9.3024,10.1538,9.5119,-1.1283,
